,Goods Location,Product Name,Discount Price,Product Price,Product Discount,Reviews
115,,XIAOMI Redmi 14C 6.88'' 4GB RAM/128GB ROM Android 14 -Starry Blue,"₦ 139,000","₦ 500,000",,5 out of 5(1)
116,,"Tecno POVA 6 Neo 6.78"" 8GB RAM/256GB ROM Android 14 - Black","₦ 268,500","₦ 300,000",,4 out of 5(4)
117,,"ZTE Blade A35 4GB RAM + 64GB ROM, 6.6” HD+, 5000mAh - Black","₦ 108,560","₦ 150,000",,4.7 out of 5(7)
118,,"Poco C75 6.88"" 6GB RAM / 128GB ROM Android 14 - Black","₦ 157,320","₦ 700,000",,
119,,"Tecno CAMON 30 6.78"" 12GB RAM/256GB ROM Android 14 - Dark","₦ 387,835","₦ 500,000",,
120,,itel P55T 6.56″ HD +Hole 4GB RAM/128GB ROM Android 14 - Gold,"₦ 115,000","₦ 159,000",,4.3 out of 5(132)
121,,XIAOMI Redmi 14C 6.88'' 8GBRAM/256GB ROM 5G Android 14 -Midnight Black,"₦ 176,320","₦ 400,000",,4.2 out of 5(30)
122,,"Samsung Galaxy A05 6.7"" 4GB RAM/64GB ROM Android 13 - Black","₦ 121,960","₦ 150,000",,4.1 out of 5(363)
123,,"Tecno Pop 9 6.67"" 3GB RAM /64GB ROM Android 14 - Black","₦ 119,900","₦ 200,000",,4.5 out of 5(15)
124,,XIAOMI Redmi 14C 6.88'' 6GB RAM/128GB ROM Android 14 -Dreamy Purple,"₦ 157,320","₦ 350,000",,4.3 out of 5(48)
125,,"Tecno Spark 30C 6.6"" 4GB RAM/128GB ROM Android 14 - Black","₦ 156,190","₦ 200,000",,4.7 out of 5(21)
126,,"Nokia 105_African Edition, 1.77"" 4MB/4MB, 800 MAh, Dual Sim - Blue","₦ 14,400","₦ 20,000",,3.9 out of 5(312)
127,,"Tecno Pop 9 6.67"" 4GB RAM / 128GB ROM Android 14 - Black","₦ 142,900","₦ 200,000",,4.2 out of 5(22)
128,,"FreeYond F9,2GB+64GB,6.52"" Smartphone,4G,5000mAh,Black","₦ 96,600","₦ 139,000",,4 out of 5(298)
129,,XIAOMI Redmi 14C 6.88'' 8GB RAM/256GB ROM Android 12-Sage Green,"₦ 176,320","₦ 400,000",,4.1 out of 5(21)
130,,"Tecno Spark 30 Pro KL7 6.78"" 8GB RAM/128GB ROM Android 14 - Obsidian Edge","₦ 249,075","₦ 500,000",,4.1 out of 5(19)
131,,Realme Note 50 Dual SIM 3GB RAM 64GB 4G,"₦ 116,900","₦ 139,500",,4.2 out of 5(22)
132,,XIAOMI Redmi 14C 6.88'' 8GB RAM/256GB ROM Android 12-Sage Green,"₦ 176,320","₦ 450,000",,3.3 out of 5(3)
133,,"itel S23+ 6.78"" FHD 8GB RAM/256 ROM Android 12 - Blue","₦ 198,000","₦ 280,000",,4.5 out of 5(29)
134,,Realme Note 50 Dual SIM  4GB RAM 128GB 4G,"₦ 134,900","₦ 159,900",,4.5 out of 5(4)
135,,"Samsung Galaxy A06 6.7"" 4GB RAM/128GB ROM Android 14 - Light Blue","₦ 155,800","₦ 300,000",,5 out of 5(3)
136,,"Tecno Pop 9 6.67"" 3GB RAM / 128GB ROM Android 14 -White","₦ 133,300","₦ 200,000",,4.5 out of 5(10)
137,,"ZTE Nubia V60 Design 6GB / 256GB 6.6'' FHD+, 50MP Camera - Blue","₦ 174,230","₦ 300,000",,4.8 out of 5(23)
138,,Realme Note 50 Dual SIM  3GB RAM 64GB 4G,"₦ 116,900","₦ 139,500",,4.5 out of 5(11)
139,,"Samsung Galaxy A24 6.5"" 6GB RAM/128GB ROM Android 13  - Black + Free Backpack","₦ 316,999","₦ 350,000",,3.7 out of 5(3)
140,,"Tecno CAMON 30 6.78"" 8GB RAM/256GB ROM Android 14 - Dark","₦ 331,855","₦ 390,000",,4.6 out of 5(7)
141,,"ZTE Blade A55, 4GB RAM + 128GB ROM, 6.6” HD+, 5000mAh - Black","₦ 121,445","₦ 200,000",,3.9 out of 5(16)
142,,"Samsung Galaxy A06 6.7"" 4GB RAM/64GB ROM Android 14 - Black","₦ 144,270","₦ 200,000",,
143,,Realme Note 50 Dual SIM  4GB RAM 128GB 4G,"₦ 134,900","₦ 159,900",,4 out of 5(19)
144,,"Samsung Galaxy A06 6.7"" 4GB RAM / 64GB ROM Android 14 - Black","₦ 144,270","₦ 250,000",,4.5 out of 5(2)
145,,"Samsung Galaxy A05 6.7"" 4GB RAM/64GB ROM Android 13 - Light Green","₦ 122,000","₦ 135,000",,4.1 out of 5(49)
146,,XIAOMI Redmi 14C 6.88'' 6GB RAM/128GB ROM Android 14 - Sage Green,"₦ 157,320","₦ 350,000",,
147,,"AGM H6 Leather Ultra-Thin Rugged Smartphone 6.6"" 16GB RAM/256GB Android 13 NFC - Black","₦ 272,669","₦ 304,386",,4.3 out of 5(44)
148,,"Poco C61 6.71"" 4GB RAM / 128GB ROM Android 14 - Black","₦ 126,600","₦ 700,000",,1 out of 5(1)
149,,Nokia T20 10.4” 4GB RAM/64GB ROM Android 11- Ocean Blue,"₦ 169,990","₦ 200,000",,4.4 out of 5(21)
150,,"Poco C61 6.71"" 3GB RAM / 64GB ROM Android 14 - Black","₦ 110,210","₦ 700,000",,1 out of 5(1)
151,,"Tecno CAMON 30 6.78"" 8GB RAM/256GB ROM Android 14 - White","₦ 331,855","₦ 390,000",,4.7 out of 5(3)
152,,"Tecno Pop 9 6.67"" 3GB RAM / 128GB ROM Android 14 -Black","₦ 133,300","₦ 200,000",,3.7 out of 5(3)
153,,XIAOMI Redmi 14C 6.88'' 6GB RAM/128GB ROM Android 14 -Midnight Black,"₦ 157,320","₦ 250,000",,3.3 out of 5(9)
154,,"FreeYond M5,4GB+128GB,4G 6.52"" Smartphone 5000mAh,Grey","₦ 131,600","₦ 199,000",,3.8 out of 5(244)
155,,XIAOMI Redmi 14C 6.88'' 4GB RAM/128GB ROM Android 14 -Starry Blue,"₦ 139,000","₦ 500,000",,5 out of 5(1)
156,,"Tecno POVA 6 Neo 6.78"" 8GB RAM/256GB ROM Android 14 - Black","₦ 268,500","₦ 300,000",,4 out of 5(4)
157,,"ZTE Blade A35 4GB RAM + 64GB ROM, 6.6” HD+, 5000mAh - Black","₦ 108,560","₦ 150,000",,4.7 out of 5(7)
158,,"Poco C75 6.88"" 6GB RAM / 128GB ROM Android 14 - Black","₦ 157,320","₦ 700,000",,
159,,"Tecno CAMON 30 6.78"" 12GB RAM/256GB ROM Android 14 - Dark","₦ 387,835","₦ 500,000",,
160,,itel P55T 6.56″ HD +Hole 4GB RAM/128GB ROM Android 14 - Gold,"₦ 115,000","₦ 159,000",,4.3 out of 5(132)
161,,XIAOMI Redmi 14C 6.88'' 8GBRAM/256GB ROM 5G Android 14 -Midnight Black,"₦ 176,320","₦ 400,000",,4.2 out of 5(30)
162,,"Samsung Galaxy A05 6.7"" 4GB RAM/64GB ROM Android 13 - Black","₦ 121,960","₦ 150,000",,4.1 out of 5(363)
163,,"Tecno Pop 9 6.67"" 3GB RAM /64GB ROM Android 14 - Black","₦ 119,900","₦ 200,000",,4.5 out of 5(15)
164,,XIAOMI Redmi 14C 6.88'' 6GB RAM/128GB ROM Android 14 -Dreamy Purple,"₦ 157,320","₦ 350,000",,4.3 out of 5(48)
165,,"Tecno Spark 30C 6.6"" 4GB RAM/128GB ROM Android 14 - Black","₦ 156,190","₦ 200,000",,4.7 out of 5(21)
166,,"Nokia 105_African Edition, 1.77"" 4MB/4MB, 800 MAh, Dual Sim - Blue","₦ 14,400","₦ 20,000",,3.9 out of 5(312)
167,,"Tecno Pop 9 6.67"" 4GB RAM / 128GB ROM Android 14 - Black","₦ 142,900","₦ 200,000",,4.2 out of 5(22)
168,,"FreeYond F9,2GB+64GB,6.52"" Smartphone,4G,5000mAh,Black","₦ 96,600","₦ 139,000",,4 out of 5(298)
169,,XIAOMI Redmi 14C 6.88'' 8GB RAM/256GB ROM Android 12-Sage Green,"₦ 176,320","₦ 400,000",,4.1 out of 5(21)
170,,"Tecno Spark 30 Pro KL7 6.78"" 8GB RAM/128GB ROM Android 14 - Obsidian Edge","₦ 249,075","₦ 500,000",,4.1 out of 5(19)
171,,Realme Note 50 Dual SIM 3GB RAM 64GB 4G,"₦ 116,900","₦ 139,500",,4.2 out of 5(22)
172,,XIAOMI Redmi 14C 6.88'' 8GB RAM/256GB ROM Android 12-Sage Green,"₦ 176,320","₦ 450,000",,3.3 out of 5(3)
173,,"itel S23+ 6.78"" FHD 8GB RAM/256 ROM Android 12 - Blue","₦ 198,000","₦ 280,000",,4.5 out of 5(29)
174,,Realme Note 50 Dual SIM  4GB RAM 128GB 4G,"₦ 134,900","₦ 159,900",,4.5 out of 5(4)
175,,"Samsung Galaxy A06 6.7"" 4GB RAM/128GB ROM Android 14 - Light Blue","₦ 155,800","₦ 300,000",,5 out of 5(3)
176,,"Tecno Pop 9 6.67"" 3GB RAM / 128GB ROM Android 14 -White","₦ 133,300","₦ 200,000",,4.5 out of 5(10)
177,,"ZTE Nubia V60 Design 6GB / 256GB 6.6'' FHD+, 50MP Camera - Blue","₦ 174,230","₦ 300,000",,4.8 out of 5(23)
178,,Realme Note 50 Dual SIM  3GB RAM 64GB 4G,"₦ 116,900","₦ 139,500",,4.5 out of 5(11)
179,,"Samsung Galaxy A24 6.5"" 6GB RAM/128GB ROM Android 13  - Black + Free Backpack","₦ 316,999","₦ 350,000",,3.7 out of 5(3)
180,,"Tecno CAMON 30 6.78"" 8GB RAM/256GB ROM Android 14 - Dark","₦ 331,855","₦ 390,000",,4.6 out of 5(7)
181,,"ZTE Blade A55, 4GB RAM + 128GB ROM, 6.6” HD+, 5000mAh - Black","₦ 121,445","₦ 200,000",,3.9 out of 5(16)
182,,"Samsung Galaxy A06 6.7"" 4GB RAM/64GB ROM Android 14 - Black","₦ 144,270","₦ 200,000",,
183,,Realme Note 50 Dual SIM  4GB RAM 128GB 4G,"₦ 134,900","₦ 159,900",,4 out of 5(19)
184,,"Samsung Galaxy A06 6.7"" 4GB RAM / 64GB ROM Android 14 - Black","₦ 144,270","₦ 250,000",,4.5 out of 5(2)
185,,"Samsung Galaxy A05 6.7"" 4GB RAM/64GB ROM Android 13 - Light Green","₦ 122,000","₦ 135,000",,4.1 out of 5(49)
186,,XIAOMI Redmi 14C 6.88'' 6GB RAM/128GB ROM Android 14 - Sage Green,"₦ 157,320","₦ 350,000",,
187,,"AGM H6 Leather Ultra-Thin Rugged Smartphone 6.6"" 16GB RAM/256GB Android 13 NFC - Black","₦ 272,669","₦ 304,386",,4.3 out of 5(44)
188,,"Poco C61 6.71"" 4GB RAM / 128GB ROM Android 14 - Black","₦ 126,600","₦ 700,000",,1 out of 5(1)
189,,Nokia T20 10.4” 4GB RAM/64GB ROM Android 11- Ocean Blue,"₦ 169,990","₦ 200,000",,4.4 out of 5(21)
190,,"Poco C61 6.71"" 3GB RAM / 64GB ROM Android 14 - Black","₦ 110,210","₦ 700,000",,1 out of 5(1)
191,,"Tecno CAMON 30 6.78"" 8GB RAM/256GB ROM Android 14 - White","₦ 331,855","₦ 390,000",,4.7 out of 5(3)
192,,"Tecno Pop 9 6.67"" 3GB RAM / 128GB ROM Android 14 -Black","₦ 133,300","₦ 200,000",,3.7 out of 5(3)
193,,XIAOMI Redmi 14C 6.88'' 6GB RAM/128GB ROM Android 14 -Midnight Black,"₦ 157,320","₦ 250,000",,3.3 out of 5(9)
194,,"FreeYond M5,4GB+128GB,4G 6.52"" Smartphone 5000mAh,Grey","₦ 131,600","₦ 199,000",,3.8 out of 5(244)
195,,XIAOMI Redmi 14C 6.88'' 4GB RAM/128GB ROM Android 14 -Starry Blue,"₦ 139,000","₦ 500,000",,5 out of 5(1)
196,,"Tecno POVA 6 Neo 6.78"" 8GB RAM/256GB ROM Android 14 - Black","₦ 268,500","₦ 300,000",,4 out of 5(4)
197,,"ZTE Blade A35 4GB RAM + 64GB ROM, 6.6” HD+, 5000mAh - Black","₦ 108,560","₦ 150,000",,4.7 out of 5(7)
198,,"Poco C75 6.88"" 6GB RAM / 128GB ROM Android 14 - Black","₦ 157,320","₦ 700,000",,
199,,"Tecno CAMON 30 6.78"" 12GB RAM/256GB ROM Android 14 - Dark","₦ 387,835","₦ 500,000",,
200,,itel P55T 6.56″ HD +Hole 4GB RAM/128GB ROM Android 14 - Gold,"₦ 115,000","₦ 159,000",,4.3 out of 5(132)
201,,XIAOMI Redmi 14C 6.88'' 8GBRAM/256GB ROM 5G Android 14 -Midnight Black,"₦ 176,320","₦ 400,000",,4.2 out of 5(30)
202,,"Samsung Galaxy A05 6.7"" 4GB RAM/64GB ROM Android 13 - Black","₦ 121,960","₦ 150,000",,4.1 out of 5(363)
203,,"Tecno Pop 9 6.67"" 3GB RAM /64GB ROM Android 14 - Black","₦ 119,900","₦ 200,000",,4.5 out of 5(15)
204,,XIAOMI Redmi 14C 6.88'' 6GB RAM/128GB ROM Android 14 -Dreamy Purple,"₦ 157,320","₦ 350,000",,4.3 out of 5(48)
205,,"Tecno Spark 30C 6.6"" 4GB RAM/128GB ROM Android 14 - Black","₦ 156,190","₦ 200,000",,4.7 out of 5(21)
206,,"Nokia 105_African Edition, 1.77"" 4MB/4MB, 800 MAh, Dual Sim - Blue","₦ 14,400","₦ 20,000",,3.9 out of 5(312)
207,,"Tecno Pop 9 6.67"" 4GB RAM / 128GB ROM Android 14 - Black","₦ 142,900","₦ 200,000",,4.2 out of 5(22)
208,,"FreeYond F9,2GB+64GB,6.52"" Smartphone,4G,5000mAh,Black","₦ 96,600","₦ 139,000",,4 out of 5(298)
209,,XIAOMI Redmi 14C 6.88'' 8GB RAM/256GB ROM Android 12-Sage Green,"₦ 176,320","₦ 400,000",,4.1 out of 5(21)
210,,"Tecno Spark 30 Pro KL7 6.78"" 8GB RAM/128GB ROM Android 14 - Obsidian Edge","₦ 249,075","₦ 500,000",,4.1 out of 5(19)
211,,Realme Note 50 Dual SIM 3GB RAM 64GB 4G,"₦ 116,900","₦ 139,500",,4.2 out of 5(22)
212,,XIAOMI Redmi 14C 6.88'' 8GB RAM/256GB ROM Android 12-Sage Green,"₦ 176,320","₦ 450,000",,3.3 out of 5(3)
213,,"itel S23+ 6.78"" FHD 8GB RAM/256 ROM Android 12 - Blue","₦ 198,000","₦ 280,000",,4.5 out of 5(29)
214,,Realme Note 50 Dual SIM  4GB RAM 128GB 4G,"₦ 134,900","₦ 159,900",,4.5 out of 5(4)
215,,"Samsung Galaxy A06 6.7"" 4GB RAM/128GB ROM Android 14 - Light Blue","₦ 155,800","₦ 300,000",,5 out of 5(3)
216,,"Tecno Pop 9 6.67"" 3GB RAM / 128GB ROM Android 14 -White","₦ 133,300","₦ 200,000",,4.5 out of 5(10)
217,,"ZTE Nubia V60 Design 6GB / 256GB 6.6'' FHD+, 50MP Camera - Blue","₦ 174,230","₦ 300,000",,4.8 out of 5(23)
218,,Realme Note 50 Dual SIM  3GB RAM 64GB 4G,"₦ 116,900","₦ 139,500",,4.5 out of 5(11)
219,,"Samsung Galaxy A24 6.5"" 6GB RAM/128GB ROM Android 13  - Black + Free Backpack","₦ 316,999","₦ 350,000",,3.7 out of 5(3)
220,,"Tecno CAMON 30 6.78"" 8GB RAM/256GB ROM Android 14 - Dark","₦ 331,855","₦ 390,000",,4.6 out of 5(7)
221,,"ZTE Blade A55, 4GB RAM + 128GB ROM, 6.6” HD+, 5000mAh - Black","₦ 121,445","₦ 200,000",,3.9 out of 5(16)
222,,"Samsung Galaxy A06 6.7"" 4GB RAM/64GB ROM Android 14 - Black","₦ 144,270","₦ 200,000",,
223,,Realme Note 50 Dual SIM  4GB RAM 128GB 4G,"₦ 134,900","₦ 159,900",,4 out of 5(19)
224,,"Samsung Galaxy A06 6.7"" 4GB RAM / 64GB ROM Android 14 - Black","₦ 144,270","₦ 250,000",,4.5 out of 5(2)
225,,"Samsung Galaxy A05 6.7"" 4GB RAM/64GB ROM Android 13 - Light Green","₦ 122,000","₦ 135,000",,4.1 out of 5(49)
226,,XIAOMI Redmi 14C 6.88'' 6GB RAM/128GB ROM Android 14 - Sage Green,"₦ 157,320","₦ 350,000",,
227,,"AGM H6 Leather Ultra-Thin Rugged Smartphone 6.6"" 16GB RAM/256GB Android 13 NFC - Black","₦ 272,669","₦ 304,386",,4.3 out of 5(44)
228,,"Poco C61 6.71"" 4GB RAM / 128GB ROM Android 14 - Black","₦ 126,600","₦ 700,000",,1 out of 5(1)
229,,Nokia T20 10.4” 4GB RAM/64GB ROM Android 11- Ocean Blue,"₦ 169,990","₦ 200,000",,4.4 out of 5(21)
230,,"Poco C61 6.71"" 3GB RAM / 64GB ROM Android 14 - Black","₦ 110,210","₦ 700,000",,1 out of 5(1)
231,,"Tecno CAMON 30 6.78"" 8GB RAM/256GB ROM Android 14 - White","₦ 331,855","₦ 390,000",,4.7 out of 5(3)
232,,"Tecno Pop 9 6.67"" 3GB RAM / 128GB ROM Android 14 -Black","₦ 133,300","₦ 200,000",,3.7 out of 5(3)
233,,XIAOMI Redmi 14C 6.88'' 6GB RAM/128GB ROM Android 14 -Midnight Black,"₦ 157,320","₦ 250,000",,3.3 out of 5(9)
234,,"FreeYond M5,4GB+128GB,4G 6.52"" Smartphone 5000mAh,Grey","₦ 131,600","₦ 199,000",,3.8 out of 5(244)
235,,XIAOMI Redmi 14C 6.88'' 4GB RAM/128GB ROM Android 14 -Starry Blue,"₦ 139,000","₦ 500,000",,5 out of 5(1)
236,,"Tecno POVA 6 Neo 6.78"" 8GB RAM/256GB ROM Android 14 - Black","₦ 268,500","₦ 300,000",,4 out of 5(4)
237,,"ZTE Blade A35 4GB RAM + 64GB ROM, 6.6” HD+, 5000mAh - Black","₦ 108,560","₦ 150,000",,4.7 out of 5(7)
238,,"Poco C75 6.88"" 6GB RAM / 128GB ROM Android 14 - Black","₦ 157,320","₦ 700,000",,
239,,"Tecno CAMON 30 6.78"" 12GB RAM/256GB ROM Android 14 - Dark","₦ 387,835","₦ 500,000",,
240,,itel P55T 6.56″ HD +Hole 4GB RAM/128GB ROM Android 14 - Gold,"₦ 115,000","₦ 159,000",,4.3 out of 5(132)
241,,XIAOMI Redmi 14C 6.88'' 8GBRAM/256GB ROM 5G Android 14 -Midnight Black,"₦ 176,320","₦ 400,000",,4.2 out of 5(30)
242,,"Samsung Galaxy A05 6.7"" 4GB RAM/64GB ROM Android 13 - Black","₦ 121,960","₦ 150,000",,4.1 out of 5(363)
243,,"Tecno Pop 9 6.67"" 3GB RAM /64GB ROM Android 14 - Black","₦ 119,900","₦ 200,000",,4.5 out of 5(15)
244,,XIAOMI Redmi 14C 6.88'' 6GB RAM/128GB ROM Android 14 -Dreamy Purple,"₦ 157,320","₦ 350,000",,4.3 out of 5(48)
245,,"Tecno Spark 30C 6.6"" 4GB RAM/128GB ROM Android 14 - Black","₦ 156,190","₦ 200,000",,4.7 out of 5(21)
246,,"Nokia 105_African Edition, 1.77"" 4MB/4MB, 800 MAh, Dual Sim - Blue","₦ 14,400","₦ 20,000",,3.9 out of 5(312)
247,,"Tecno Pop 9 6.67"" 4GB RAM / 128GB ROM Android 14 - Black","₦ 142,900","₦ 200,000",,4.2 out of 5(22)
248,,"FreeYond F9,2GB+64GB,6.52"" Smartphone,4G,5000mAh,Black","₦ 96,600","₦ 139,000",,4 out of 5(298)
249,,XIAOMI Redmi 14C 6.88'' 8GB RAM/256GB ROM Android 12-Sage Green,"₦ 176,320","₦ 400,000",,4.1 out of 5(21)
250,,"Tecno Spark 30 Pro KL7 6.78"" 8GB RAM/128GB ROM Android 14 - Obsidian Edge","₦ 249,075","₦ 500,000",,4.1 out of 5(19)
251,,Realme Note 50 Dual SIM 3GB RAM 64GB 4G,"₦ 116,900","₦ 139,500",,4.2 out of 5(22)
252,,XIAOMI Redmi 14C 6.88'' 8GB RAM/256GB ROM Android 12-Sage Green,"₦ 176,320","₦ 450,000",,3.3 out of 5(3)
253,,"itel S23+ 6.78"" FHD 8GB RAM/256 ROM Android 12 - Blue","₦ 198,000","₦ 280,000",,4.5 out of 5(29)
254,,Realme Note 50 Dual SIM  4GB RAM 128GB 4G,"₦ 134,900","₦ 159,900",,4.5 out of 5(4)
255,,"Samsung Galaxy A06 6.7"" 4GB RAM/128GB ROM Android 14 - Light Blue","₦ 155,800","₦ 300,000",,5 out of 5(3)
256,,"Tecno Pop 9 6.67"" 3GB RAM / 128GB ROM Android 14 -White","₦ 133,300","₦ 200,000",,4.5 out of 5(10)
257,,"ZTE Nubia V60 Design 6GB / 256GB 6.6'' FHD+, 50MP Camera - Blue","₦ 174,230","₦ 300,000",,4.8 out of 5(23)
258,,Realme Note 50 Dual SIM  3GB RAM 64GB 4G,"₦ 116,900","₦ 139,500",,4.5 out of 5(11)
259,,"Samsung Galaxy A24 6.5"" 6GB RAM/128GB ROM Android 13  - Black + Free Backpack","₦ 316,999","₦ 350,000",,3.7 out of 5(3)
260,,"Tecno CAMON 30 6.78"" 8GB RAM/256GB ROM Android 14 - Dark","₦ 331,855","₦ 390,000",,4.6 out of 5(7)
261,,"ZTE Blade A55, 4GB RAM + 128GB ROM, 6.6” HD+, 5000mAh - Black","₦ 121,445","₦ 200,000",,3.9 out of 5(16)
262,,"Samsung Galaxy A06 6.7"" 4GB RAM/64GB ROM Android 14 - Black","₦ 144,270","₦ 200,000",,
263,,Realme Note 50 Dual SIM  4GB RAM 128GB 4G,"₦ 134,900","₦ 159,900",,4 out of 5(19)
264,,"Samsung Galaxy A06 6.7"" 4GB RAM / 64GB ROM Android 14 - Black","₦ 144,270","₦ 250,000",,4.5 out of 5(2)
265,,"Samsung Galaxy A05 6.7"" 4GB RAM/64GB ROM Android 13 - Light Green","₦ 122,000","₦ 135,000",,4.1 out of 5(49)
266,,XIAOMI Redmi 14C 6.88'' 6GB RAM/128GB ROM Android 14 - Sage Green,"₦ 157,320","₦ 350,000",,
267,,"AGM H6 Leather Ultra-Thin Rugged Smartphone 6.6"" 16GB RAM/256GB Android 13 NFC - Black","₦ 272,669","₦ 304,386",,4.3 out of 5(44)
268,,"Poco C61 6.71"" 4GB RAM / 128GB ROM Android 14 - Black","₦ 126,600","₦ 700,000",,1 out of 5(1)
269,,Nokia T20 10.4” 4GB RAM/64GB ROM Android 11- Ocean Blue,"₦ 169,990","₦ 200,000",,4.4 out of 5(21)
270,,"Poco C61 6.71"" 3GB RAM / 64GB ROM Android 14 - Black","₦ 110,210","₦ 700,000",,1 out of 5(1)
271,,"Tecno CAMON 30 6.78"" 8GB RAM/256GB ROM Android 14 - White","₦ 331,855","₦ 390,000",,4.7 out of 5(3)
272,,"Tecno Pop 9 6.67"" 3GB RAM / 128GB ROM Android 14 -Black","₦ 133,300","₦ 200,000",,3.7 out of 5(3)
273,,XIAOMI Redmi 14C 6.88'' 6GB RAM/128GB ROM Android 14 -Midnight Black,"₦ 157,320","₦ 250,000",,3.3 out of 5(9)
274,,"FreeYond M5,4GB+128GB,4G 6.52"" Smartphone 5000mAh,Grey","₦ 131,600","₦ 199,000",,3.8 out of 5(244)
275,,XIAOMI Redmi 14C 6.88'' 4GB RAM/128GB ROM Android 14 -Starry Blue,"₦ 139,000","₦ 500,000",,5 out of 5(1)
276,,"Tecno POVA 6 Neo 6.78"" 8GB RAM/256GB ROM Android 14 - Black","₦ 268,500","₦ 300,000",,4 out of 5(4)
277,,"ZTE Blade A35 4GB RAM + 64GB ROM, 6.6” HD+, 5000mAh - Black","₦ 108,560","₦ 150,000",,4.7 out of 5(7)
278,,"Poco C75 6.88"" 6GB RAM / 128GB ROM Android 14 - Black","₦ 157,320","₦ 700,000",,
279,,"Tecno CAMON 30 6.78"" 12GB RAM/256GB ROM Android 14 - Dark","₦ 387,835","₦ 500,000",,
280,,itel P55T 6.56″ HD +Hole 4GB RAM/128GB ROM Android 14 - Gold,"₦ 115,000","₦ 159,000",,4.3 out of 5(132)
281,,XIAOMI Redmi 14C 6.88'' 8GBRAM/256GB ROM 5G Android 14 -Midnight Black,"₦ 176,320","₦ 400,000",,4.2 out of 5(30)
282,,"Samsung Galaxy A05 6.7"" 4GB RAM/64GB ROM Android 13 - Black","₦ 121,960","₦ 150,000",,4.1 out of 5(363)
283,,"Tecno Pop 9 6.67"" 3GB RAM /64GB ROM Android 14 - Black","₦ 119,900","₦ 200,000",,4.5 out of 5(15)
284,,XIAOMI Redmi 14C 6.88'' 6GB RAM/128GB ROM Android 14 -Dreamy Purple,"₦ 157,320","₦ 350,000",,4.3 out of 5(48)
285,,"Tecno Spark 30C 6.6"" 4GB RAM/128GB ROM Android 14 - Black","₦ 156,190","₦ 200,000",,4.7 out of 5(21)
286,,"Nokia 105_African Edition, 1.77"" 4MB/4MB, 800 MAh, Dual Sim - Blue","₦ 14,400","₦ 20,000",,3.9 out of 5(312)
287,,"Tecno Pop 9 6.67"" 4GB RAM / 128GB ROM Android 14 - Black","₦ 142,900","₦ 200,000",,4.2 out of 5(22)
288,,"FreeYond F9,2GB+64GB,6.52"" Smartphone,4G,5000mAh,Black","₦ 96,600","₦ 139,000",,4 out of 5(298)
289,,XIAOMI Redmi 14C 6.88'' 8GB RAM/256GB ROM Android 12-Sage Green,"₦ 176,320","₦ 400,000",,4.1 out of 5(21)
290,,"Tecno Spark 30 Pro KL7 6.78"" 8GB RAM/128GB ROM Android 14 - Obsidian Edge","₦ 249,075","₦ 500,000",,4.1 out of 5(19)
291,,Realme Note 50 Dual SIM 3GB RAM 64GB 4G,"₦ 116,900","₦ 139,500",,4.2 out of 5(22)
292,,XIAOMI Redmi 14C 6.88'' 8GB RAM/256GB ROM Android 12-Sage Green,"₦ 176,320","₦ 450,000",,3.3 out of 5(3)
293,,"itel S23+ 6.78"" FHD 8GB RAM/256 ROM Android 12 - Blue","₦ 198,000","₦ 280,000",,4.5 out of 5(29)
294,,Realme Note 50 Dual SIM  4GB RAM 128GB 4G,"₦ 134,900","₦ 159,900",,4.5 out of 5(4)
295,,"Samsung Galaxy A06 6.7"" 4GB RAM/128GB ROM Android 14 - Light Blue","₦ 155,800","₦ 300,000",,5 out of 5(3)
296,,"Tecno Pop 9 6.67"" 3GB RAM / 128GB ROM Android 14 -White","₦ 133,300","₦ 200,000",,4.5 out of 5(10)
297,,"ZTE Nubia V60 Design 6GB / 256GB 6.6'' FHD+, 50MP Camera - Blue","₦ 174,230","₦ 300,000",,4.8 out of 5(23)
298,,Realme Note 50 Dual SIM  3GB RAM 64GB 4G,"₦ 116,900","₦ 139,500",,4.5 out of 5(11)
299,,"Samsung Galaxy A24 6.5"" 6GB RAM/128GB ROM Android 13  - Black + Free Backpack","₦ 316,999","₦ 350,000",,3.7 out of 5(3)
300,,"Tecno CAMON 30 6.78"" 8GB RAM/256GB ROM Android 14 - Dark","₦ 331,855","₦ 390,000",,4.6 out of 5(7)
301,,"ZTE Blade A55, 4GB RAM + 128GB ROM, 6.6” HD+, 5000mAh - Black","₦ 121,445","₦ 200,000",,3.9 out of 5(16)
302,,"Samsung Galaxy A06 6.7"" 4GB RAM/64GB ROM Android 14 - Black","₦ 144,270","₦ 200,000",,
303,,Realme Note 50 Dual SIM  4GB RAM 128GB 4G,"₦ 134,900","₦ 159,900",,4 out of 5(19)
304,,"Samsung Galaxy A06 6.7"" 4GB RAM / 64GB ROM Android 14 - Black","₦ 144,270","₦ 250,000",,4.5 out of 5(2)
305,,"Samsung Galaxy A05 6.7"" 4GB RAM/64GB ROM Android 13 - Light Green","₦ 122,000","₦ 135,000",,4.1 out of 5(49)
306,,XIAOMI Redmi 14C 6.88'' 6GB RAM/128GB ROM Android 14 - Sage Green,"₦ 157,320","₦ 350,000",,
307,,"AGM H6 Leather Ultra-Thin Rugged Smartphone 6.6"" 16GB RAM/256GB Android 13 NFC - Black","₦ 272,669","₦ 304,386",,4.3 out of 5(44)
